Comments,sentiment
পানি বেশি সময় ঠান্ডা রাখতে পারে না ২ দিন ব্যবহার করে রিভিউ দিলাম,Negative
পারফরমেন্স বেশ ভাল,Positive
পারফরমেন্সে সন্তুষ্ট।,Positive
পারফিউমের সুন্দর গন্ধ আছে।,Positive
পার্ফমেন্স মোটামুটি ভাল.,Negative
পাশাপাশি ভালো সার্ভিস পেয়েছি।,Positive
পিকচারে ঠিক যেরকম দেখা যায় এতটা কালারফুল না।,Negative
পিকচারে যেমনটা ছিলো। রিয়ালে তেমনটা হয়নি। এটা তো সামিরা বোরকা না,Negative
পিকবু তাদের মানের পরিষেবা এবং দ্রুত ডেলিভারির জন্য প্রিয় অনলাইন খেতাব পেয়েছে .,Positive
পিকাবু বাংলাদেশের সবচেয়ে ভাল অনলাইন দোকান মনে হয়।,Positive
পিকের সাথে কালারের অনেক ডিফারেন্স।,Negative
পিয়ারুল ভাই খুব ভালো জুতা আপনি চোখ বন্ধ করে অর্ডার করতে পারেন,Positive
পুরাই ফালতু একটা জিনিস দিছেন আপনারা৷,Negative
পুরাই ফালতু একটা প্রডাক্ট কেউ কিনবেন না,Negative
পুরাই ফালতু 😌 এর চেয়ে ফুটপাথ এ ভালো প্রডাক্ট পাওয়া যায় ১০০ টকার মধ্যে।,Negative
পুরাই ফালতু!!!,Negative
"পুরাই ফালতু, অর্ডারের সাথে প্রোডাক্টের কোনো মিল নাই",Negative
পুরাই বাংলা একটা মাল দিছে ভাই। প্রোডাক্টটা খুবই খুবই খুবই লো কোয়ালিটির একটা প্রোডাক্ট,Negative
পুরাই লস খাইলাম।,Negative
"পুরো টাকা টাই জলে যাবে,,,এটা না নিয়ে QKZ DM10 নিন দামে কম but মানে এটার থেকে হাজার গুনে ভালো",Negative
"পুরোপুরি মিল নেই, তবে খারাপ না। দাম হিসেবে ঠিক আছে, কোয়ালিটি ভাল, নিতে পারেন",Positive
পেমেন্ট নিয়ে ভোগান্তি হয়েছে,Negative
পোডাকটা খুবি ভালোছিল পাকেটাও ভাল ছিল,Positive
"পোলারাইজড বলে দাবি করে নরমাল গ্লাস ডেলিভারি দেয়,",Negative
"প্যকেজিং মোটেও ভালো ছিল না, ডেলিভারি পেয়েছি ১০/১১ দিন পর তাও আবার প্রডাক্ট ওপেন অবস্থায় ছিল।",Negative
প্যাকিং টা খুব ভালো পেয়েছি।,Negative
"প্যাকেজিং এর মান আরো উন্নত করার প্রয়োজন ছিল,,, হালকা একটু চাপ পড়লে চশমাটা ভেঙে যেতো,,,,,,",Negative
"প্যাকেজিং খুব ভালো ছিল,লাইটের বিল্ড কোয়ালিটিও জোস।সেরা একটি প্রোডাক্ট।
",Positive
প্যাকেজিং খুব ভালো ছিলো,Positive
প্যাকেজিং টা মোটেও ভাল ছিল না,Negative
প্যাকেজিং মজবুত ছিল এবং কোন ক্ষতি না হওয়ার নিশ্চয়তা দিয়েছিল,Positive
প্যাকেজিং যেমনটা চেয়েছিলাম তেমনটাই দিয়েছে এবং বোতল টা অরজিনাল এর মান ও খুব ভালো অনেকক্ষণ পানি গরম থাকে ধন্যবাদ সেলারকে যেমন চেয়েছি তেমন পণ্য দেওয়ার জন্য সবাই নিতে পারেন।😊,Positive
প্যাকেজিংটা অনেক ভালো ছিল।,Positive
প্যাকেজিংয়ে বাবল দিয়ে মোড়ানো দেয়া হয়নি বিধায় ভেঙে গেছে মনে হয় অথবা সেলার ভাঙা পণ্য পাঠিয়েছে।,Negative
প্যাকেট খোলার পর দেখি একদম নষ্ট।,Negative
প্যাকেট ভালো অবস্থায় ছিল।,Positive
প্যাকেটিংও সুন্দর সবাই নিতে পারেন,Positive
প্রডাক্ট অর্ডার করা হয়েছে একটা পাঠিয়েছে আরেকটা,Negative
প্রডাক্ট এমনি ভালোই আছে। এটা আমার প্রথম অর্ডার ছিল,Positive
প্রডাক্ট কোয়ালিটি নকল।,Negative
প্রডাক্ট টি সত্যি ভালো পেয়েছি।,Positive
প্রডাক্ট ভালো আছে প্রডাক্ট আপনারাও নিতে পারেন,Positive
প্রডাক্ট ভালো। আমি আগের বার নিয়েছিলাম। কিন্তু এইবার আমার পন্যটি ডেলিভারি ম্যন মেরে দিছে,Negative
"প্রডাক্ট সত্যিই অসাধারণ যদিও ছবি তুলতে পারি নাই, তবে সবাই নিঃসন্দেহে নিতে পারেন ১০০% অথেন্টিক পাবেন আশা করি",Positive
প্রডাক্টটি অর্ডার অনুযায়ী পেয়েছি।,Positive
প্রডাক্টটি এতো নিম্নমানের যে,Negative
"প্রডাক্টটির অবস্থাও ভালো ছিল না,",Negative
প্রডাক্টস অনেক ভালো ছিল জেমনটা চেয়ে ছিলাম তেমনটা পেয়েছি ধন্যবাদ দারাজ,Positive
প্রডাক্টিভ অনেক ভালো সবাই নিতে পারেন,Positive
প্রডাক্টের কোয়ালিটি যেমন হবার কথা এটি তার ধারে কাছেও নাই।,Negative
প্রডাক্টের মান ভালো।,Positive
"প্রতারক, ঠকবাজ ট্রিমিরের বক্সে মোবাইলের কাভার দিয়ে ৩৮০ টাকা নিয়ে গেল।",Negative
প্রতারণা করে আর কয়দিন চলবেন?,Negative
প্রতারনার অন্য নাম দারাজ,Negative
প্রতিদিন ব্যবহারের জন্য সামগ্রিকভাবে ভাল ফোন।,Positive
প্রতিস্থাপন গ্যারান্টি আছে ।,Positive
প্রত্যাশা পূরণ হয়নি,Negative
প্রথম বার অনলাইন এ পন্য নিয়ে ঠকলাম।,Negative
প্রথমত সেলার কে ধন্যবাদ কথা কাজে মিল রাখার জন্য,Positive
"প্রথমবার কিনেছি দারাজ থেকে, অনেক ভাল লেগেছে",Positive
প্রথমে বলতে গেলে আমি সন্তুষ্ট,Positive
"প্রথমে ভুল সাইজ ও ডিফেক্টিভ প্রডাক্ট দিছে। টাকা খরচ করে রিটার্ন করতে হইছে। পরের বার বলে দিছি যেন খেয়াল করে প্রডাক্ট দেয়। কিন্তু তাও ডিফেক্টিভ প্রডাক্টই দিল। সেলাইও ভালো না, সুতা খুলে যাইতেছে।",Negative
প্রথমে যেটা পাঠিয়েছে সেটার ফ্ল্যাস লাইট নষ্ট ছিল।,Positive
"প্রথমে সাইজ নিয়ে চিন্তিত ছিলাম, গেঞ্জি টা পরার পর আলহামদুলিল্লাহ অনেক খুশি হয়েছি....🙂",Positive
প্রদর্শিত ছবির সঙ্গে মেলে না।,Negative
প্রাইজ অনুযায়ী ভালো😊 চার্জ অনেকক্ষণ থাকে,Positive
প্রাইজ না কমে বেড়ে গেল.,Negative
প্রাইস অনুযায়ী জিনিসটা অনেক ভালো মানের,Positive
প্রাইস অনুযায়ী বেষ্ট।,Positive
প্রাইস যেমন জিনিস তেমন,Positive
প্রাইস রেইঞ্জ হিসেবে করে এটা বেস্ট চয়েজ।,Positive
প্রাথমিক ভিআর এক্সপেরিয়েন্স নিতে চাইলে ভালই বলা চলে।,Positive
প্রাথমিকভাবে আমি স্যাটিসফাইড,Positive
প্রাপ্ত করলাম একটি উচ্চ গুনগত পণ্য যা সাধারণত কম দামে পাওয়া যায়। সেলারকে আমার আবৃত্তি জানাচ্ছি।,Positive
প্রাপ্ত ব্যাগের সাথে ছবির ব্যাগের কোন মিল নাই,Negative
প্রিন্ট কোয়ালিটি অত্যন্ত বাজে,Negative
"প্রিন্টিং স্পিড ভাল,",Positive
প্রিন্টিংটা জাস্ট অসাম।,Positive
প্রোগ্রামিং শেখার জন্য বেস্ট,Positive
প্রোডাক এর গুনগত মান ভালো,Positive
"প্রোডাক টি ভালো। কিন্তু মুল্য টা একটু বেশি দরা হয়েছে।
তবে ডেলিভারি খুব সুন্দর। ধন্যবাদ আপনাদের কে।",Positive
প্রোডাক্ট অনুযায়ী দামটা আমার কাছে বেশি মনে হয়েছে বিল কোয়ালিটি ঠিক আছে,Negative
প্রোডাক্ট অনুযায়ী দামটা আমার কাছে বেশি মনে হয়েছে বিল কোয়ালিটি ঠিক আছে এই টাকাতে বেশি কিছু আশা করা যায় না,Positive
প্রোডাক্ট অনুযায়ী দাম বেশি ছিল।,Negative
প্রোডাক্ট অামার অনেক পছন্দ হয়েছে।,Positive
প্রোডাক্ট আর ডিজাইন নিতান্তই কম .,Negative
প্রোডাক্ট এ জং ফেলা ছিল।,Positive
"প্রোডাক্ট এর কোওয়ালিটি খুবই ভাল,",Positive
প্রোডাক্ট এর কোওয়ালিটি ভাল,Positive
"প্রোডাক্ট এর কোয়ালিটি খুবই বাজে,",Negative
প্রোডাক্ট এর কোয়ালিটি ভাল,Positive
"প্রোডাক্ট এর কোয়ালিটি ভাল,",Positive
প্রোডাক্ট এর কোয়ালিটি যথেষ্ট ভাল,Positive
প্রোডাক্ট এর মান খুবই খারাপ।,Negative
"প্রোডাক্ট কোয়ালিটি এত বাজে, আগে বুঝলে অর্ডারি করতাম না।",Negative
প্রোডাক্ট কোয়ালিটি বাজে।,Negative
প্রোডাক্ট কোয়ালিটি ভালো না। লেফট সাইডের তার আর রাইট সাইডের তারের মধ্যে মিল নাই।,Negative
প্রোডাক্ট গুলোর কোয়ালিটি দামের তুলনায় ভালো ছিল না।,Negative
প্রোডাক্ট টা অনেক ভালো।,Positive
প্রোডাক্ট টা কেনার পর থেকে এখনো ভাল সার্ভিস পাচ্ছি,Positive
"প্রোডাক্ট টা ব্যবহার করা খুব সহজ, কেনার পর থেকে এটা ব্যবহার করছি। ভাল সার্ভিস পাচ্ছি।",Positive
প্রোডাক্ট টা ভালো পরে নায়।,Positive
প্রোডাক্ট টি খুবই সন্তোষজনক।,Positive
প্রোডাক্ট ঠিক ছিল কিন্তু সাইডে ভাংগা ছিল।এই নিয়ে ২ বার খারাপ কিছু পাইলাম।,Negative
"প্রোডাক্ট পাওয়ার দুইদিন পর রিভিও দিচ্ছি, যেমনটা আসা করেছি তেমন পেয়েছি, ডেলিভারি ও তারাতাড়ি দিয়েছে। আসা করি এটা অনেক দিন ইউস করা যাবে।",Positive
প্রোডাক্ট ফিনিশিং ভালো নাহ।,Positive
প্রোডাক্ট ভালো আর অরিজিনাল!,Positive
প্রোডাক্ট ভালো ছিল।,Positive
প্রোডাক্ট ভালো তবে ব্যাটারি টার খুঁজে পাওয়া অনেক কষ্ট সাধ্য বিষয় ।,Positive
প্রোডাক্ট ভালো পেয়েছি।,Positive
"প্রোডাক্ট ভালো পেয়েছি।
সেলারকে যেভাবে বলেছিলাম সেভাবেই দিয়েছে।
প্যাকেজিং ও ভালো ছিলো।",Positive
প্রোডাক্ট ভালো লেগেছে ১০/১০,Positive
প্রোডাক্ট হলো রাস্তার প্রোডাক্ট এর মতো,Negative
প্রোডাক্টও ভাল!,Positive
"প্রোডাক্টগুলোর কোয়ালিটি ভাল,",Positive
প্রোডাক্টটা অনেক বেশি সুন্দর,Positive
প্রোডাক্টটা অনেক ভালো লাগছে আপনারা নিতে পারেন যেমনটা চেয়েছিলাম তেমনটাই পেয়েছি।,Positive
"প্রোডাক্টটা অনেক ভালো, আপনারা কিনে ট্রাই করে দেখতে পারেন, আমি যেমন চেয়েছি তেমন পেয়েছি",Positive
প্রোডাক্টটা একদম ভালো না। যেমন টা চাইছিলাম তেমন টা নাহ। দারাজ আমাদের সাথে প্রতারণা শুরু করেছে।বাজে একটা online shop......febriksজঘন্য।not expected,Negative
প্রোডাক্টটা খুব ভালো দাম হিসাবে খুব ভালো ডেলিভারি ম্যান খুব ভালো ছিল খুব ভালো ব্যবহার করছে,Positive
প্রোডাক্টটা ভালো না। ৩ দিনেই নষ্ট হয়ে গেছে। Not recommended. শুধু শুধু টাকা নষ্ট। অন্তত ১ মাস গেলেও মানতাম।,Negative
"প্রোডাক্টটা ভালো,,,",Positive
প্রোডাক্টটি অনেক ভালো,Positive
"প্রোডাক্টটি এককথায় অনেক ভালো ,",Negative
প্রোডাক্টটি কিনে আর কেউ প্রতারিত হবেন না,Negative
প্রোডাক্টটি ছেড়া ছিল।,Negative
প্রোডাক্টটি দাম অনুযায়ী ঠিক আছে।,Positive
প্রোডাক্টটি ভাল ছিল।,Positive
"প্রোডাক্টস এর কালার এক, দিয়েছে আরেক কালার",Negative
প্রোডাক্টা সামান্য ভাঙা ছিলো,Negative
প্রোডাক্টের কোয়ালিটি অনেক খারাপ,Negative
"প্লাস্টিকের জিনিস, আমার কাছে মনে হয় ১৫০ টাকা দাম হলে ঠিক ছিল",Negative
"প্লাস্টিকের জিনিস, ঝাকি লাগলে ভেঙে যাওয়ার সম্ভাবনা প্রবল। আমার কাছে মনে হয় ১৫০ টাকা দাম হলে ঠিক ছিল",Positive
"ফটো প্রিন্ট ও ভাল,",Positive
ফটোতে প্যান্টের কালারের সাথে মিল পাই নি....,Negative
"ফপ্রোডাক্ট তেমন ভালো না , সাথে চার্জিং ক্যাবল দেয় নাই। আর এত্ত মোটা যে কানে বসেই না বার বার পড়ে যায়",Negative
ফরমাল ড্রেসের সাথে ম্যাচ করে ভালো।,Positive
"ফর্ম্যাটের কারণে প্রমাণ পর্যালোচনা করতে পারেনি এবং একবার তৃতীয় পক্ষের সহায়তায় পর্যালোচনা করতে সক্ষম হন, পরিবর্তনের সময়টি শেষ হয়ে যায়।",Positive
ফলাফল টা আশানুরূপ নয়,Negative
ফাইজলামির একটা সীমা থাকা দরকার।😡 বক্সের মধ্যে কোনো ইয়ারফোন নাই। শুধু দুইটা কালো রাবার ছিল।,Negative
ফাজলামি করেন? ছবিতে একটা আর দিসেন আরেকটা।,Negative
"ফার্স্ট ডেলিভারি পেয়েছি, ব্যাগের কোয়ালিটি ভালো ছিল",Positive
ফালতু ইয়ারফোন একটা কাজ করে একটা করে না।।,Negative
ফালতু একটা জিনিশ।,Negative
ফালতু একটা জিনিসের পিছনে টাকা খরচ করলাম।,Negative
ফালতু একটা টি শার্ট।,Negative
ফালতু একটা প্রোডাক্ট কেউ নিয়েন না...২০ মিনিটও চার্জ থাকে না...আর ফুলচার্জ দিলেও একবারের বেশি চার্জ করা যায় না...আমি নিছিলাম আবার রিটার্ন করে দিছি। Color Family:White,Negative
ফালতু কাজ! বাটপারি সার্ভিস ।,Negative
"ফালতু গেঞ্জি,কোয়ালিটি ভালো না আর সবচেয়ে বড় কথা অন্য কালার দিসে👎👎👎😈😈",Negative
"ফালতু টি শার্ট, স্পট ভরা,লম্বা কালো দাগ, কেউ নেওয়ার আগে ভেবেচিন্তে নিবেন,",Negative
ফালতু প্রডাক্ট৷৷ গাজর৷ দেখাইয়া হাতে মুলা ধরাই দিছে,Negative
ফালতু প্রোডাক্ট দুইটা অর্ডার করছি দুইটারই এক টা করে নষ্ট। বাটপারির একটা লিমিট থাকে,Negative
ফালতু প্রোডাক্ট। ডাবল পলি থাকার কথা ছিল কিছুই নেই একবারে নিম্নমানের ফ্রেমটা,Negative
"ফালতু যেনে কোথাকার একটা সাথে একটা ফ্রী বলে, একটাই দিয়েছে, তাই রিটার্ন করেছি",Negative
"ফালতু শার্ট বংোবাজার কোয়ালিটি ,",Negative
ফালতু শুধু কেনাই ছিলো আর কিছুই হয় নি,Negative
"ফালতু সেলার, চিটার!",Negative
ফাষ্ট টাইম। যেমন চাইলাম তেমন পাইলাম। তবে বলতে হবে অনেক সুন্দর একটা জিনিস।,Positive
"ফাস্ট চার্জ হয় না,",Negative
ফিটনেস ওয়াচ হিসাবে আটাই সর্বোত্তম।,Positive
ফিনিশিং খারাপ না।,Positive
ফিনিশিং ভাল নয়। খুব সস্তা পোশাক।,Negative
ফিনিসিং অবিশ্বাস্য।,Positive
ফুট পাথের ৫০-৭০ টাকার কাপড় ও এর চেয়ে ভাল।,Negative
ফুলের ডিজাইনটা সেম ছিলনা।,Negative
ফেব্রিক খুব বাজে,Negative
ফেব্রিক খুব ভারি তাই ভাল লাগেনি।,Negative
ফেব্রিক্স বেশি দিন টিকবে না,Negative
ফেরত দিতে বাধ্য হলাম,Negative
"ফেরত পাটিয়ে ১ মাস হয়ে গেছে, টাকাও ফেরত দেয় নাই। হেডফোন ও দেয় নাই",Negative
"ফোন খুব ভাল মানের, এবং মসৃণ ।",Positive
"ফোন ধীর, ক্যামেরা চিহ্নিত করা হয় না",Negative
"ফোনটা দেখতে অনেক স্টাইলি, সেকেন্ডারি ফোন হিসেবে অনেক ভাল হবে।",Positive
"ফ্যান ঠিকঠাক আছে,যেমনটা চেয়েছি,তবে পাখা শ্যাফ্ট এর সাথে একটু লুজ দেখায়,,প্যাকেজিং ভালো ছিলো,ডেসক্রিপশন এ লেখা ছিলো ২৮০০ আর পি এম,বক্স এর গায়ে লেখা আছে ২৫০০ আর পি এম,, এটা একটু ভালো লাগেনি,ফ্যান হিসেবে দাম একটু বেশি,তারপর ও রিপ্লেসমেন্ট গ্যারান্টি দেখে নিলাম, আরপিএম ভুল থাকার কারনে ১ স্টার কম",Negative
ফ্যাব্রিক ভাল ছিল না।,Negative
ফ্যাব্রিক খুব আরামদায়ক,Positive
ফ্রি দিলেও এই জাতীয় কাপড় আমি নিতাম না।,Negative
ফ্রিচার অনুযায়ী কোয়ালিটির কোন মিল নাই।,Negative
"ফ্রিজের ভেতরে অনেক জায়গা,",Positive
ফ্রেশ ছিলো দেখার বিষয় ফোনে লাগালে কেমন হয়,Positive
"ফ্র‍্যাগ্র‍্যান্স / স্মেল ভাল,",Positive
বইটিতে লেখক মজা করে প্রোগ্রামিংকে উপস্থাপন করেছেন।,Positive
বইলা দিসেন 180-220 GSM এই ট-shirt ত 140 GSM o na । বাটপারী করো।,Negative
বক্স এ ব্রাশ টা ছিল না। এটা দুখঃজনক,Negative
বক্স এ ব্রাশ টা ছিল না। এটা দুখঃজনক। এছাড়া সবকিছু ভালো ছিল।,Positive
বণিক গ্রাহককে প্রতারণা করে এমন চামড়া বলছে।,Negative
বর্ণনা হিসাবে পণ্য ঠিক আছে।,Positive
"বর্তমান বাজারে দাম অনুযায়ি, ধারাজের মাধ্যমে খুব কম দামে কিনতে পেরেছি পেয়াজ আলু। এবং খুব কোয়ালিটি পণ্য। ধন্যবাদ সেলার, ধারাজ ও ট্রিমকে।",Positive
বলার ভাষা নেই ৫মিনিটেই নষ্ট হয়ে গেছে,Negative
বস্ত্র নরম এবং রঙটি ঠিক ছবির মতো,Positive
বস্ত্রের মান খুব ভালো এবং ডিজাইনটি অনন্য,Positive
"বাইরে যাব বলা সত্ত্বেও সময় বাড়ায়নি, রিটার্ন নেয়নি…",Negative
বাচ্চা আরামবোধ করে না।,Negative
বাজার এর চেয়ে অনেক কমে পাওা গেলো ।,Positive
বাজারের চেয়েও কম দামে পেয়েছি,Positive
বাজারের সেরা স্মার্টওয়াচ,Positive
বাজে একটা পণ্য ভেবেছিলাম রিভিউ দেখে ভালোই কিন্তু যেভাবে বাশ দিলো তা মনে থাকবে আজীবন,Negative
বাজে একটা ব্যাগ।নরমা একটা রেকসিন দিয়া বানানো।জিপার গুলো ভালো না।মানুষের টাকা নিয়ে ধোকা দেয়।,Negative
বাজে কাপড় এবং প্রিন্ট।,Negative
বাজে কাপড় দিয়া বানানো।,Negative
বাজে জিনিস। ভালো করে কালেকশন পায় না। ফোন পকেটে রেখে কোন গান শুনতে পারবেন না। চার্জও তেমন থাকে না। ফালতু ফালতু ফালতু।,Negative
বাজে প্রডাক্ট দারাজের উচিৎ এই দোকানকে কিক আউট করা,Negative
বাজে প্রোডাক্ট। যত তাড়াতড়ি সম্ভব এটা রিটার্ন নিয়ে আমার টাকা রিফান্ড করুন,Negative
বাজে৷ খুব বাজে৷,Negative
বাজেটে সামগ্রিকভাবে ভাল ব্র্যান্ড পণ্য। প্রস্তাবিত।,Positive
বাট ডেলিভারি চার্জ একটু বেশি,Negative
"বাটপার, ছবিতে একটা দেখিয়ে, দিয়েছে অন্যটা। ৩৫০ টাকা নিয়ে আমাকে ২০০ টাকার মাল জিনিস দিয়েছে। যেইটা আমি আগেও ব্যাবহার করেছি।",Negative
"বাটপার, ছবির সাথে মিল নাই, লো কোয়ালিটি। ফোন হোল্ডার ডেমেজ, মিল নাই",Negative
বাটপারি দেখায় একটা দিল আরেকটা,Negative
বাটপারির একটা সীমা থাকে।,Negative
বাটপারির একটা সীমা থাকা উচিৎ,Negative
বাটপারির একটা সীমা থাকা উচিত…,Negative
"বানানো ভাল হয়নি,",Negative
বামের টা বাজেনা একদম লো কোয়ালিটির,Negative
বালের এয়ারফোন । একটাতে সাওন্ড আসে আরেক টাতে আসে না,Negative
"বাস্তবে কাপড় টা, ছবির মত উজ্জল না!",Negative
"বাস্তবে ছবির সাথে কাপরের মিল নাই, কালারের ও মিল নাই।",Negative
বাহ..! অনেক সুন্দর ঘড়ি পাঠিয়েছেন..! 👏,Positive
বিক্রেতা অনেক ভালো আমার সব প্রশ্নের উত্তর অনেক তাড়াতাড়ি দেয়। ধন্যবাদ সেলার ভাইয়া,Positive
বিক্রেতা আমাকে ক্ষতিগ্রস্ত পণ্য পাঠান।,Negative
বিক্রেতা বিশ্বাসযোগ্য আমি যে কালারের লেজার পয়েন্টার অর্ডার করেছিলাম সেটি পেয়েছি।,Positive
বিক্রেতাকে অসংখ্য ধন্যবাদ...💕,Positive
"বিক্রেতাটি তার কথা মেনে নিয়েছেন এবং সঠিক মাপে পণ্যটি সরবরাহ করেছেন, এটা ছবিতে দেখানোর মতোই।",Positive
"বিক্রেতাটি তার কথা মেনে নিয়েছেন এবং সঠিক মাপে পণ্যটি সরবরাহ করেছেন, যেটা ছবিতে প্রদর্শিত হয়েছিল। আমি পেয়েছি যা চাইছিলাম।",Positive
বিক্রেতাটি তার কথাটি মেনে নিয়েছেন। সঠিক মাপের এবং ছবিতে দেখানো এমন পণ্যটি সরবরাহ করেছেন। আমি সেটির সাথে সন্তুষ্ট।,Positive
বিক্রেতাটি পণ্যটি সঠিক আকারে সরবরাহ করেছেন এবং ছবিতে দেখানো মতোই। এটি আমি যা প্রত্যাশা করছিলাম।,Positive
বিক্রেতার কর্মক্ষমতা খুব খারাপ।,Negative
বিক্রেতার বিশ্বস্ততার আলোকে আমি লেজার পয়েন্টারের কালার অর্ডার দিয়েছি এবং সেটি সফলভাবে প্রাপ্ত করেছি।,Positive
বিক্রেতার বিশ্বাসযোগ্যতা পরিমাপ করে আমি লেজার পয়েন্টারের কালার অর্ডার দিয়েছিলাম এবং এটি সফলভাবে পেয়েছি।,Positive
বিক্রেতার বিশ্বাসযোগ্যতা বিচার করে আমি লেজার পয়েন্টারের কালার অর্ডার দিয়েছি এবং সেটি পরিপূর্ণভাবে পেয়ে,Positive
বিজ্ঞাপিত আইটেম থেকে সম্পূর্ণ ভিন্ন।,Negative
বিট এবং শব্দ ভলিউম ভাল না।,Negative
বিতরণ করা ছবি দেওয়া ছবি থেকে ভিন্ন,Negative
বিদ্যুৎ সংরক্ষণ এবং দ্রুত শীতলকরণ।,Positive
বিল্ড কোয়ালিটিও ভালো।,Positive
বিশেষ করে রঙ এবং কাপড়ের গুনগত মান ভালো।,Positive
বিশ্ব সেরা পণ্য,Positive
বিসানার সিটটি অনেক ভালো শুধু কোলবালিশের কবার নেই যাই হোক ভালো দারাজকে অনেক ধন্যবাদ সেলারকেও অনেক ধন্যবাদ সবাইকে ধন্যবাদ,Positive
বেজ একটু বেশিই তবে সাউন্ড ভালো!,Positive
"বেবির জন্য প্রোডাক্ট টা খুবই ভাল,",Positive
বেল্ট এর কোয়ালিটি ভালো ছিল,Positive
বেল্ট গুলা আরেকটু উন্নত মানের হতে পারতো,Negative
বেল্টটি সত্যিই মানসম্মত,Positive
বেশ ভাল প্রোডাক্ট। তাছাড়া সব ভাল।,Positive
বেশ ভালো বাজে। অথেন্টিক ছিল।,Positive
বেশি ভালো না সাউন্ড কোয়ালিটি বাজে সেলার বাটপারি করছে ১ টা ফ্রী দেয় নাই ৭০ টাকার জিনিস ১৮০ টাকা দিয়ে নিয়েছি,Negative
বেশি ভালোনা। তবে দাম অনুযায়ী মোটামুটি।,Negative
বেশী একটা ভালো না,Negative
বেস এর জন্য বেস্ট হবে,Positive
বেস্ট ভ্যালু ফর মানি প্রোডাক্ট।,Positive
ব্যগটি খুবই ভালো।,Positive
ব্যবহার এ ও কোনো সমস্যা হয়নি।,Positive
ব্যবহার করে আরাম পেয়েছি।,Positive
ব্যবহারকারীর অভিজ্ঞতা সন্তোষজনক,Positive
ব্যাগ ইউজ করতে পারবো না।একসাইডে আটকানো।ভেতরের কোয়ালিটি খুব একটা ভালো না। সেলারকে বলছিলাম একটু চেক করে দিতে।,Positive
ব্যাগ টা বেশি ছোট। পার্সোনালি আমার ভাল লাগেনি।,Negative
ব্যাগ দাম অনুযায়ী সঠিক,Positive
"ব্যাগ ভাল পেয়েছি,কোয়ালিটি দামের তুলনায় চলে",Positive
ব্যাগটা খুবই চিকন। এবং কাপড়ের কোয়ালিটি ভালো না।,Negative
ব্যাগটা দেখতে অনেক সুন্দর। হুবহু ছবির মতো দেখতে। কোয়ালিটি ও অনেক ভালো মনে হলো।,Negative
ব্যাগটা দেখে মন একেবারে খারাপ হয়ে গেলো,Negative
"ব্যাগটা ভালো,ছিলো তবে একটু বেশি পিচ্চি, কলেজে নিয়ে যাওয়ার মতো না",Negative
ব্যাগটা মোটামুটি ভালোই প্রাইজ অনুযায়ী ঠিকঠাক.,Positive
ব্যাগটি অনেক ছোট,Negative
"ব্যাগটি ভাল পেয়েছি, দাম অনুযায়ী ভাল আছে",Positive
ব্যাটারি ব্যাকআপ আর সাউন্ড কোয়ালিটিও ভাল্লাগছে!,Positive
ব্যাটারি ব্যাকআপও আশ্চর্যজনক।,Positive
ব্যাটারির জন্য ক্ষতিকর নয়।,Positive
ব্যাবহার করছি আমার অনেক ভাল লাগছে ।,Positive
ব্যাস এর মান খুব খারাপ।,Negative
"ব্রা গুলো অনেক ভালো। কালার যেমন চেয়েছি তেমনি পেয়েছি 
",Positive
ব্র্যান্ড অনুযায়ী অনেক ভাল এটা।,Positive
ব্লুটুথ ডিভাইস এটা খুব সহজ,Positive
ভয়ানক মানের।,Negative
ভয়েস আশ্চর্যজনক ও স্পষ্ট,Positive
ভলিউম আপ ডাউন বাটন একটার কাজ করে না,Negative
ভাই হেডফোন সব থেকে খারাপ,Negative
ভাই আপনি যে বাটপার সেইটা আগে বলবেন না!,Negative
ভাই এইটা আসলেই শুভঙ্করের ফাঁকি।,Negative
ভাই এত বাজে প্রোডাক্ট আর কেউ নিয়েন না!,Negative
ভাই ওডার দিয়েছিলাম একটা আর দিয়েছে অন্য টা 😄😪,Negative
ভাই কাজ করে না,Negative
ভাই জিনিসটা অনেক সুন্দর এবং রং অনেক সুন্দর এবং ধোয়া হয় ভালই ঠান্ডা হাওয়া,Positive
ভাই জিনিসটা অনেক সুন্দর এবং রং অনেক সুন্দর এবং ধোয়া হয় ভালই ঠান্ডা হাওয়া আপনারা চাইলে নিতে পারেন,Positive
"ভাই নষ্ট একটা লাইট দিছেন, কারে কী করতাম এবার বলেন,,",Positive
ভাই নিলে ভেবে চিন্তা করে নিও? যেই শার্ট দেখানো হয় সেই শার্ট ডেলিভারি দেওয়া হয় না,Negative
"ভাই বাটপারি বন্ধ করেন, চাইলাম কালটা দেলেন সনালি কালার টা",Negative
"ভাই বাটপারি বন্ধ করেন, চাইলাম কালটা দেলেন সনালি কালার টা, সনালিটার দাম সিল ২৬৫, আর কাল টার সিল ২৮০ তাও কাল টা নিলাম কিন্তু আপ্নারা দাম ঠিকি নিলেন কিন্তু দিলেন আরেক টা",Positive
ভাই ভালো না ভালো জিনিস দিতে পারেন না বিকরি করেন কেন ভাল৷,Negative
ভাই মোবাইলটা হাতে নেয়ার ১ঘণ্ঠা পর ডিসপ্লে নষ্ট হয়েগেছে।,Negative
ভাইয়া নেট প্রাইজের চেয়ে বেশি ধরা হয়েছে,Negative
